,traditional,pinyin,pinyin(raw),tone,definition,variants,measure-words
8242,艫,lú,lu,2,['bow of ship'],[],[]
8243,艬,chán,chan,2,['large ship'],[],[]
8244,艭,shuāng,shuang,1,['boat'],[],[]
8245,艮,gěn,gen,3,"['blunt', 'tough', 'chewy']",[],[]
8246,艮,gèn,gen,4,"['one of the Eight Trigrams \xe5\x85\xab\xe5\x8d\xa6[ba1 gua4], symbolizing mountain', '\xe2\x98\xb6', 'ancient Chinese compass point: 45\xc2\xb0 (northeast)']",[],[]
8247,良,liáng,liang,2,"['good', 'very', 'very much']",[],[]
8248,艱,jiān,jian,1,"['difficult', 'hard', 'hardship']",[],[]
8249,色,sè,se,4,"['color', 'look', 'appearance', 'sex']",[],"[('\xe7\xa8\xae', '\xe7\xa7\x8d', 'zhong3')]"
8250,色,shǎi,shai,3,"['color', 'dice']",[],[]
8251,艴,fú,fu,2,['angry'],[],[]
8252,艶,yàn,yan,4,[],"[{u'ch': '\xe8\x89\xb7', u'py': 'yan4', u'chs': '\xe8\x89\xb3', u'vartype': ''}]",[]
8253,艷,yàn,yan,4,"['colorful', 'splendid', 'gaudy', 'amorous', 'romantic', 'to envy']",[],[]
8254,艸,cǎo,cao,3,[],"[{u'ch': '\xe8\x8d\x89', u'py': 'cao3', u'chs': '\xe8\x8d\x89', u'vartype': ''}]",[]
8255,艹,cǎo,cao,3,['grass radical \xe8\x8d\x89\xe5\xad\x97\xe9\xa0\xad\xe5\x85\x92|\xe8\x8d\x89\xe5\xad\x97\xe5\xa4\xb4\xe5\x84\xbf[cao3 zi4 tou2 r5]'],[],[]
8256,艻,lè,le,4,['see \xe8\x98\xbf\xe8\x89\xbb|\xe8\x90\x9d\xe8\x89\xbb[luo2 le4]'],[],[]
8257,艽,jiāo,jiao,1,['see \xe7\xa7\xa6\xe8\x89\xbd[qin2 jiao1]'],[],[]
8258,艾,ài,ai,4,"['Chinese mugwort or wormwood', 'moxa', 'to stop or cut short', 'phonetic ""ai"" or ""i""', 'abbr. for \xe8\x89\xbe\xe6\xbb\x8b\xe7\x97\x85[ai4 zi1 bing4], AIDS']",[],[]
8259,艾,yì,yi,4,"['to mow', 'to cut', 'to reap', 'to redress']",[],[]
8260,艿,nǎi,nai,3,['see \xe8\x8a\x8b\xe8\x89\xbf[yu4 nai3]'],[],[]
8261,芀,tiáo,tiao,2,[],"[{u'ch': '\xe8\x8b\x95', u'py': 'tiao2', u'chs': '\xe8\x8b\x95', u'vartype': 'old'}]",[]
8262,芃,péng,peng,2,['luxuriant growth'],[],[]
8263,芄,wán,wan,2,['Metaplexis stauntoni'],[],[]
8264,芊,qiān,qian,1,"['green', 'luxuriant growth']",[],[]
8265,芋,yù,yu,4,"['taro', 'Colocasia antiquorum', 'Colocasia esculenta']",[],[]
8266,芍,sháo,shao,2,"['Chinese peony', 'Paeonia albiflora or lactiflora']",[],[]
8267,芎,xiōng,xiong,1,['see \xe5\xb7\x9d\xe8\x8a\x8e[chuan1 xiong1]'],[],[]
8268,芏,dù,du,4,['see \xe8\x8c\xb3\xe8\x8a\x8f[jiang1 du4]'],[],[]
8269,芑,qǐ,qi,3,['Panicum miliaceum'],[],[]
8270,芒,máng,mang,2,"['awn (of cereals)', 'arista (of grain)', 'tip (of a blade)', 'Miscanthus sinensis (type of grass)', 'variant of \xe9\x82\x99, Mt Mang at Luoyang in Henan']",[],[]
8271,芔,huì,hui,4,['a general term for plants'],[],[]
8272,芕,suī,sui,1,['a kind of medicinal herb'],[],[]
8273,芘,pí,pi,2,['Malva sylvestris'],[],[]
8274,芙,fú,fu,2,"['see \xe8\x8a\x99\xe8\x93\x89[fu2 rong2], lotus']",[],[]
8275,芚,tún,tun,2,"['green sprout', 'foolish']",[],[]
8276,芝,zhī,zhi,1,['Zoysia pungens'],[],[]
8277,芞,qì,qi,4,['a kind of aromatic herb (old)'],[],[]
8278,芟,shān,shan,1,"['to cut down', 'to mow', 'to eliminate', 'scythe']",[],[]
8279,芡,qiàn,qian,4,"['Gorgon plant', 'fox nut (Gorgon euryale or Euryale ferox)', 'makhana (Hindi)']",[],[]
8280,芣,fú,fu,2,"['plantain herb (Plantago)', 'Taiwan pr. [fou2]']",[],[]
8281,芤,koū,kou,1,"['hollow', 'scallion stalk']",[],[]
8282,芥,gài,gai,4,['see \xe8\x8a\xa5\xe8\x97\x8d|\xe8\x8a\xa5\xe8\x93\x9d[gai4 lan2]'],[],[]
8283,芥,jiè,jie,4,['mustard'],[],[]
8284,芧,xù,xu,4,"['Scirpis maritimus', 'small chestnut']",[],[]
8285,芨,jí,ji,2,"['Bletilla hyacinthina (mucilaginous)', 'Acronym for the Chinese Elder tree \xe8\x8f\xab\xe8\x8d\x89']",[],[]
8286,芩,qín,qin,2,['Phragmites japonica'],[],[]
8287,芪,qí,qi,2,['see \xe9\xbb\x83\xe8\x8a\xaa|\xe9\xbb\x84\xe8\x8a\xaa[huang2 qi2]'],[],[]
8288,芫,yuán,yuan,2,"['lilac daphne (Daphne genkwa), used in Chinese herbal medicine']",[],[]
8289,芬,fēn,fen,1,"['perfume', 'fragrance']",[],[]
8290,芭,bā,ba,1,"['a herb', 'banana']",[],[]
8291,芮,ruì,rui,4,['small'],[],[]
8292,芯,xīn,xin,1,"['lamp pith', 'wick']",[],[]
8293,芯,xìn,xin,4,['core'],[],[]
8294,芰,jì,ji,4,"['Trapa natans', 'water caltrop']",[],[]
8295,花,huā,hua,1,"['flower', 'blossom', 'fancy pattern', 'florid', 'to spend (money, time)']",[],"[('\xe6\x9c\xb5', '\xe6\x9c\xb5', 'duo3'), ('\xe6\x94\xaf', '\xe6\x94\xaf', 'zhi1'), ('\xe6\x9d\x9f', '\xe6\x9d\x9f', 'shu4'), ('\xe6\x8a\x8a', '\xe6\x8a\x8a', 'ba3'), ('\xe7\x9b\x86', '\xe7\x9b\x86', 'pen2'), ('\xe7\xb0\x87', '\xe7\xb0\x87', 'cu4')]"
8296,芲,huā,hua,1,[],"[{u'ch': '\xe8\x8a\xb1', u'py': 'hua1', u'chs': '\xe8\x8a\xb1', u'vartype': 'old'}]",[]
8297,芳,fāng,fang,1,['fragrant'],[],[]
8298,芴,hū,hu,1,"['(old) vaguely', 'suddenly']",[],[]
8299,芴,wù,wu,4,"['fluorene C13H10', '(old) name of an edible wild plant']",[],[]
8300,芷,zhǐ,zhi,3,"['angelica (type of iris)', 'plant root used in TCM']",[],[]
8301,芸,yì,yi,4,[],"[{u'ch': '\xe8\x97\x9d', u'py': 'yi4', u'chs': '\xe8\x89\xba', u'vartype': 'Japanese'}]",[]
8302,芸,yún,yun,2,"['common rue (Ruta graveolens)', 'books and libraries']",[],[]
8303,芹,qín,qin,2,['Chinese celery'],[],[]
8304,芻,chú,chu,2,"['to mow or cut grass', 'hay', 'straw', 'fodder']",[],[]
8305,芼,mào,mao,4,"['select', 'vegetables']",[],[]
8306,芽,yá,ya,2,"['bud', 'sprout']",[],[]
8307,芾,fèi,fei,4,['see \xe8\x94\xbd\xe8\x8a\xbe[bi4 fei4]'],[],[]
8308,芾,fú,fu,2,['luxuriance of vegetation'],[],[]
8309,芿,rèng,reng,4,['weeds that regrow from cut-down roots'],[],[]
8310,苄,biàn,bian,4,['benzyl (chemistry)'],[],[]
8311,苉,pǐ,pi,3,['picene (C22H14)'],[],[]
8312,苊,è,e,4,['acenaphthene (C12H10)'],[],[]
8313,苑,yuàn,yuan,4,['park'],[],[]
8314,苒,rǎn,ran,3,"['luxuriant growth', 'passing (of time)']",[],[]
8315,苓,líng,ling,2,"['fungus', 'tuber']",[],[]
8316,苔,tāi,tai,1,['coating (of tongue)'],[],[]
8317,苔,tái,tai,2,['moss'],[],[]
8318,苕,sháo,shao,2,['see \xe7\xb4\x85\xe8\x8b\x95|\xe7\xba\xa2\xe8\x8b\x95[hong2 shao2]'],[],[]
8319,苕,tiáo,tiao,2,"['reed grass', 'Chinese trumpet vine (Campsis grandiflora) (old)']",[],[]
8320,苗,miáo,miao,2,['sprout'],[],[]
8321,苘,qǐng,qing,3,"['Indian mallow (Abutilon theophrasti)', 'Indian hemp (cannabis)']",[],[]
8322,苙,lì,li,4,"['(herb)', 'pigsty']",[],[]
8323,苛,kē,ke,1,"['severe', 'exacting']",[],[]
8324,苜,mù,mu,4,['clover'],[],[]
8325,苞,bāo,bao,1,"['bud', 'flower calyx', 'luxuriant', 'profuse']",[],[]
8326,苟,goǔ,gou,3,"['if', 'supposing', 'careless', 'negligent', 'temporarily']",[],[]
8327,苠,mín,min,2,"['multitude', 'skin of bamboo']",[],[]
8328,苡,yǐ,yi,3,['common plantain (Plantago major)'],[],[]
8329,苣,jù,ju,4,"['lettuce, see \xe8\x90\xb5\xe8\x8b\xa3|\xe8\x8e\xb4\xe8\x8b\xa3']",[],[]
8330,苤,piě,pie,3,['Brassica campestris subsp. rapa'],[],[]
8331,若,ruò,ruo,4,"['to seem', 'like', 'as', 'if']",[],[]
8332,苦,kǔ,ku,3,"['bitter', 'hardship', 'pain', 'to suffer', 'to bring suffering to', 'painstakingly']",[],[]
8333,苧,zhù,zhu,4,"['Boehmeria nivea', 'Chinese grass']",[],[]
8334,苩,pā,pa,1,[],"[{u'ch': '\xe8\x91\xa9', u'py': 'pa1', u'chs': '\xe8\x91\xa9', u'vartype': 'old'}]",[]
8335,苪,bǐng,bing,3,"['bright', 'shining, splendid']",[],[]
8336,苫,shān,shan,1,"['straw mat', 'thatch']",[],[]
8337,苯,běn,ben,3,"['benzene', 'benzol (chemistry)']",[],[]
8338,英,yīng,ying,1,"['hero', 'outstanding', 'excellent', '(literary) flower', 'blossom']",[],[]
8339,苲,zhǎ,zha,3,['see \xe8\x8b\xb2\xe8\x8d\x89[zha3 cao3]'],[],[]
8340,苴,jū,ju,1,"['(hemp)', 'sack cloth']",[],[]
8341,苶,nié,nie,2,"['weary', 'tired']",[],[]
8342,苷,gān,gan,1,"['licorice', 'glycoside']",[],[]
8343,苹,píng,ping,2,"['(artemisia)', 'duckweed']",[],[]
8344,苺,méi,mei,2,"['variant of \xe8\x8e\x93, berry', 'strawberry']",[],[]
8345,苻,fú,fu,2,['Angelica anomala'],[],[]
8346,苾,bì,bi,4,"['(phonetic)', 'fragrant']",[],[]
8347,茀,fú,fu,2,['luxuriant growth'],[],[]
8348,茁,zhuó,zhuo,2,"['to display vigorous, new growth', 'to sprout']",[],[]
8349,茂,mào,mao,4,"['luxuriant', '(chemistry) cyclopentadiene']",[],[]
8350,茄,jiā,jia,1,"['phonetic character used in loanwords for the sound ""jia"", although \xe5\xa4\xb9 is more common']",[],[]
8351,茄,qié,qie,2,['eggplant'],[],[]
8352,茅,máo,mao,2,"['reeds', 'rushes']",[],[]
8353,茆,máo,mao,2,['thatch'],"[{u'ch': '\xe8\x8c\x85', u'py': 'mao2', u'chs': '\xe8\x8c\x85', u'vartype': ''}]",[]
8354,茆,mǎo,mao,3,"['type of water plant', '(dialect) loess hills']",[],[]
8355,茇,bá,ba,2,['betel'],[],[]
8356,茈,zǐ,zi,3,['Common Gromwell or European stoneseed (Lithospermum officinale)'],[],[]
8357,茉,mò,mo,4,['jasmine'],[],[]
8358,茊,zī,zi,1,[],"[{u'ch': '\xe8\x8c\xb2', u'py': 'zi1', u'chs': '\xe5\x85\xb9', u'vartype': 'old'}]",[]
8359,茍,jí,ji,2,['urgent'],[],[]
8360,茖,gé,ge,2,['allium victorialis'],[],[]
8361,茗,míng,ming,2,"['Thea sinensis', 'young leaves of tea']",[],[]
8362,茘,lì,li,4,[],"[{u'ch': '\xe8\x8d\x94', u'py': 'li4', u'chs': '\xe8\x8d\x94', u'vartype': ''}]",[]
8363,茚,yìn,yin,4,['indene (chemistry)'],[],[]
8364,茛,gèn,gen,4,['ranunculus'],[],[]
8365,茜,qiàn,qian,4,"['Rubia cordifolia', 'Indian madder', 'munjeet']",[],[]
8366,茜,xī,xi,1,"[""used in the transliteration of people's names""]",[],[]
8367,茝,chǎi,chai,3,"['aromatic plant, possibly Dahurian angelica \xe7\x99\xbd\xe8\x8a\xb7[bai2 zhi3] (archaic)']",[],[]
8368,茞,chén,chen,2,"['fragrant plant', 'angelica']",[],[]
8369,茠,xiū,xiu,1,"['to weed', 'to eradicate']",[],[]
8370,茢,liè,lie,4,"['rushes', 'sedges']",[],[]
8371,茥,guī,gui,1,['Rubus tokkura'],[],[]
8372,茦,cè,ce,4,"['pointed grass blade', 'to prick']",[],[]
8373,茨,cí,ci,2,"['Caltrop or puncture vine (Tribulus terrestris)', 'to thatch (a roof)']",[],[]
8374,茫,máng,mang,2,"['vast, with no clear boundary', 'fig. hazy', 'indistinct', 'unclear', 'confused']",[],[]
8375,茬,chá,cha,2,"['stubble land after crop has been taken', 'a second crop obtained by rotation of land', 'an opportunity']",[],[]
8376,茭,jiāo,jiao,1,['Zizania aquatica'],[],[]
8377,茯,fú,fu,2,"['Pachyma cocos', 'china root']",[],[]
8378,茱,zhū,zhu,1,['cornelian cherry'],[],[]
8379,茲,zī,zi,1,"['now', 'here', 'this', 'time', 'year']",[],[]
8380,茳,jiāng,jiang,1,['Cyperus malaccensis'],[],[]
8381,茴,huí,hui,2,"['fennel', 'aniseed']",[],[]
8382,茵,yīn,yin,1,['mattress'],[],[]
8383,茶,chá,cha,2,"['tea', 'tea plant']",[],"[('\xe6\x9d\xaf', '\xe6\x9d\xaf', 'bei1'), ('\xe5\xa3\xba', '\xe5\xa3\xb6', 'hu2')]"
8384,茷,fá,fa,2,['denseness of grass-foliage'],[],[]
8385,茸,róng,rong,2,"['confused', 'fluffy', 'luxuriant growth']",[],[]
8386,茹,rú,ru,2,"['to eat', '(extended meaning) to endure', 'putrid smell', 'vegetables', 'roots (inextricably attached to the plant)']",[],[]
8387,茻,mǎng,mang,3,"['rank grass', 'overgrown weeds']",[],[]
8388,茼,tóng,tong,2,['Chrysanthemum coronarium'],[],[]
8389,荀,xún,xun,2,['herb (old)'],[],[]
8390,荁,huán,huan,2,"['(vegetable)', 'Viola vaginata']",[],[]
8391,荃,quán,quan,2,['(fragrant plant)'],[],[]
8392,荄,gāi,gai,1,['roots of plant'],[],[]
8393,荅,dá,da,2,"['to answer', 'agree']",[],[]
8394,荇,xìng,xing,4,['yellow floating heart (Nymphoides peltatum)'],[],[]
8395,荈,chuǎn,chuan,3,['Thea sinensis'],[],[]
8396,草,cǎo,cao,3,"['grass', 'straw', 'manuscript', 'draft (of a document)', 'careless', 'rough']",[],"[('\xe6\xa3\xb5', '\xe6\xa3\xb5', 'ke1'), ('\xe6\x92\xae', '\xe6\x92\xae', 'zuo3'), ('\xe6\xa0\xaa', '\xe6\xa0\xaa', 'zhu1'), ('\xe6\xa0\xb9', '\xe6\xa0\xb9', 'gen1')]"
8397,草,cào,cao,4,[],"[{u'ch': '\xe8\x82\x8f', u'py': 'cao4', u'chs': '\xe8\x82\x8f', u'vartype': ''}]",[]
8398,荊,jīng,jing,1,"['chaste tree or berry (Vitex agnus-castus)', 'alternative name for the Zhou Dynasty State of Chu \xe6\xa5\x9a\xe5\x9c\x8b|\xe6\xa5\x9a\xe5\x9b\xbd[Chu3 Guo2]']",[],[]
8399,荍,qiáo,qiao,2,['common mallow (Malva sinesis)'],"[{u'ch': '\xe8\x95\x8e', u'py': 'qiao2', u'chs': '\xe8\x8d\x9e', u'vartype': ''}]",[]
8400,荏,rěn,ren,3,"['beefsteak plant (Perilla frutescens)', 'soft', 'weak']",[],[]
8401,荑,tí,ti,2,['(grass)'],[],[]
8402,荑,yí,yi,2,['to weed'],[],[]
8403,荒,huāng,huang,1,"['desolate', 'shortage', 'scarce', 'out of practice', 'absurd', 'uncultivated', 'to neglect']",[],[]
8404,荔,lì,li,4,['litchi'],[],[]
8405,荘,zhuāng,zhuang,1,[],"[{u'ch': '\xe8\x8e\x8a', u'py': '', u'chs': '\xe5\xba\x84', u'vartype': 'Japanese'}]",[]
8406,荳,doù,dou,4,[],"[{u'ch': '\xe8\xb1\x86', u'py': 'dou4', u'chs': '\xe8\xb1\x86', u'vartype': ''}]",[]
8407,荵,rěn,ren,3,['polemonium'],[],[]
8408,荷,hé,he,2,['lotus'],[],[]
8409,荷,hè,he,4,"[""to carry on one's shoulder or back"", 'burden', 'responsibility']",[],[]
8410,荸,bí,bi,2,['see \xe8\x8d\xb8\xe8\x96\xba|\xe8\x8d\xb8\xe8\x8d\xa0[bi2 qi2]'],[],[]
8411,荻,dí,di,2,"['Anaphalis yedoensis (pearly everlasting reed)', 'used in Japanese names with phonetic value Ogi']",[],[]
8412,荼,tú,tu,2,"['thistle', 'common sowthistle (Sonchus oleraceus)', 'bitter (taste)', 'cruel', 'flowering grass in profusion']",[],[]
8413,荽,suī,sui,1,['coriander'],[],[]
8414,莆,pú,pu,2,['place name'],[],[]
8415,莉,lì,li,4,['jasmine'],[],[]
8416,莊,zhuāng,zhuang,1,"['farmstead', 'village', 'manor', 'place of business', 'banker (in a gambling game)', 'grave or solemn', 'holdings of a landlord (in imperial China)']",[],[]
8417,莎,shā,sha,1,"['katydid (family Tettigoniidae)', 'phonetic ""sha"" used in transliteration']",[],[]
8418,莎,suō,suo,1,"['see \xe8\x8e\x8e\xe8\x8d\x89[suo1 cao3]', 'see \xe6\x91\xa9\xe8\x8e\x8e[mo2 suo1]']",[],[]
8419,莒,jǔ,ju,3,['alternative name for taro (old)'],[],[]
8420,莓,méi,mei,2,"['berry', 'strawberry']",[],[]
8421,莔,méng,meng,2,['Fritillaria verticillata'],[],[]
8422,莕,xìng,xing,4,['Nymphoides peltatum'],[],[]
8423,莖,jīng,jing,1,"['stalk', 'stem']",[],"[('\xe6\xa2\x9d', '\xe6\x9d\xa1', 'tiao2')]"
8424,莘,shēn,shen,1,"['long', 'numerous']",[],[]
8425,莘,xīn,xin,1,"['Asarum', 'Wild ginger', 'also \xe7\xb4\xb0\xe8\xbe\x9b|\xe7\xbb\x86\xe8\xbe\x9b[xi4 xin1]']",[],[]
8426,莙,jūn,jun,1,['species of water plant'],[],[]
8427,莚,yán,yan,2,"['bamboo mat', 'feast, banquet']",[],[]
8428,莛,tíng,ting,2,['stalk of grass'],[],[]
8429,莜,yoú,you,2,['see \xe8\x8e\x9c\xe9\xba\xa5|\xe8\x8e\x9c\xe9\xba\xa6[you2 mai4]'],[],[]
8430,莝,cuò,cuo,4,['to chop straw fine for animals'],[],[]
8431,莞,guān,guan,1,['Skimmia japonica'],[],[]
8432,莞,guǎn,guan,3,['(district)'],[],[]
8433,莞,wǎn,wan,3,['smile'],[],[]
8434,莠,yoǔ,you,3,"['Setaria viridis', 'vicious']",[],[]
8435,莢,jiá,jia,2,['pod (botany)'],[],[]
8436,莦,shāo,shao,1,"['jungle grass', 'lair']",[],[]
8437,莧,xiàn,xian,4,"['amaranth (genus Amaranthus)', ""Joseph's coat (Amaranthus tricolor)"", 'Chinese spinach (Amaranth mangostanus)']",[],[]
8438,莨,làng,lang,4,['Scopalia japonica maxin'],[],[]
8439,莩,fú,fu,2,"['membrane lining inside a cylindrical stem', 'culm']",[],[]
8440,莩,piǎo,piao,3,"['used for \xe6\xae\x8d pi\xc7\x8eo, to die of starvation']",[],[]
8441,莪,é,e,2,"['zedoary (Curcuma zedoaria), plant rhizome similar to turmeric']",[],[]
8442,莫,mò,mo,4,"['do not', 'there is none who']",[],[]
8443,莭,jié,jie,2,[],"[{u'ch': '\xe7\xaf\x80', u'py': 'jie2', u'chs': '\xe8\x8a\x82', u'vartype': ''}]",[]
8444,莰,kǎn,kan,3,['camphane C10H18'],[],[]
8445,莽,mǎng,mang,3,"['thick weeds', 'luxuriant growth', 'Illicium anisatum, a shrub with poisonous leaves', 'impertinent']",[],[]
8446,莿,cì,ci,4,['Urtica thunbergiana'],[],[]
8447,菀,wǎn,wan,3,['luxuriance of growth'],[],[]
8448,菁,jīng,jing,1,"['leek flower', 'lush', 'luxuriant']",[],[]
8449,菅,jiān,jian,1,"['(grass)', 'Themeda forsbali']",[],[]
8450,菆,zoū,zou,1,"['arrow', 'weeds']",[],[]
8451,菇,gū,gu,1,['mushroom'],[],[]
8452,菉,lù,lu,4,"['Arthraxon ciliare', 'green', 'rhodacene']",[],[]
8453,菊,jú,ju,2,['chrysanthemum'],[],[]
8454,菌,jūn,jun,1,"['germ', 'bacteria', 'fungus', 'mold', 'Taiwan pr. [jun4]']",[],[]
8455,菌,jùn,jun,4,['mushroom'],[],[]
8456,菎,kūn,kun,1,"['beautiful jade', 'bamboo']",[],[]
8457,菐,pú,pu,2,"['thicket', 'tedious']",[],[]
8458,菑,zāi,zai,1,[],"[{u'ch': '\xe7\x81\xbd', u'py': 'zai1', u'chs': '\xe7\x81\xbe', u'vartype': 'old'}]",[]
8459,菓,guǒ,guo,3,['fruit'],"[{u'ch': '\xe6\x9e\x9c', u'py': 'guo3', u'chs': '\xe6\x9e\x9c', u'vartype': ''}]",[]
8460,菔,fú,fu,2,['turnip'],[],[]
8461,菕,lún,lun,2,['tree name (archaic)'],[],[]
8462,菖,chāng,chang,1,['see \xe8\x8f\x96\xe8\x92\xb2[chang1 pu2]'],[],[]
8463,菘,sōng,song,1,"['(cabbage)', 'Brassica chinensis']",[],[]
8464,菜,cài,cai,4,"['dish (type of food)', 'vegetable', 'cuisine', ""(coll.) (one's) type""]",[],"[('\xe7\x9b\xa4', '\xe7\x9b\x98', 'pan2'), ('\xe9\x81\x93', '\xe9\x81\x93', 'dao4')]"
8465,菝,bá,ba,2,['smilax china'],[],[]
8466,菟,tù,tu,4,"['dodder (Cuscuta sinensis, a parasitic vine with seeds having medicinal uses)', 'also called \xe8\x8f\x9f\xe7\xb5\xb2\xe5\xad\x90|\xe8\x8f\x9f\xe4\xb8\x9d\xe5\xad\x90']",[],[]
8467,菠,bō,bo,1,['spinach'],[],[]
8468,菡,hàn,han,4,['lotus blossom'],[],[]
8469,菢,bào,bao,4,['hatch'],[],[]
8470,菣,qìn,qin,4,['Artemisia apiacea'],[],[]
8471,菥,xī,xi,1,['see \xe8\x8f\xa5\xe8\x93\x82[xi1 mi4]'],[],[]
8472,菧,dǐ,di,3,['stibene'],[],[]
8473,菩,pú,pu,2,['Bodhisattva'],[],[]
8474,菪,dàng,dang,4,['henbane'],[],[]
8475,菫,jǐn,jin,3,['violet'],"[{u'ch': '\xe5\xa0\x87', u'py': 'jin3', u'chs': '\xe5\xa0\x87', u'vartype': ''}]",[]
8476,華,huā,hua,1,['flower'],"[{u'ch': '\xe8\x8a\xb1', u'py': 'hua1', u'chs': '\xe8\x8a\xb1', u'vartype': 'old'}]",[]
8477,華,huá,hua,2,"['magnificent', 'splendid', 'flowery']",[],[]
8478,菰,gū,gu,1,"['Zizania latifolia', 'mushroom']",[],[]
8479,菱,líng,ling,2,"['Trapa natans', 'water caltrop']",[],[]
8480,菲,fēi,fei,1,"['luxuriant (plant growth)', 'rich with fragrance', 'phenanthrene C14H10']",[],[]
8481,菲,fěi,fei,3,"['poor', 'humble', 'unworthy', 'radish (old)']",[],[]
8482,菴,ān,an,1,[],"[{u'ch': '\xe5\xba\xb5', u'py': 'an1', u'chs': '\xe5\xba\xb5', u'vartype': ''}]",[]
8483,菶,běng,beng,3,"['expand', 'thick weeds']",[],[]
8484,菷,zhoǔ,zhou,3,[],"[{u'ch': '\xe5\xb8\x9a', u'py': 'zhou3', u'chs': '\xe5\xb8\x9a', u'vartype': ''}]",[]
8485,菸,yān,yan,1,"['cigarette', 'tobacco', 'smoke']","[{u'ch': '\xe7\x85\x99', u'py': 'yan1', u'chs': '\xe7\x83\x9f', u'vartype': ''}]",[]
8486,菸,yū,yu,1,"['to wither', 'dried leaves', 'faded', 'withered']",[],[]
8487,菹,zū,zu,1,"['marshland', 'swamp', 'salted or pickled vegetables', 'to mince', 'to shred', 'to mince human flesh and bones', 'Taiwan pr. [ju1]']",[],[]
8488,菺,jiān,jian,1,['Althaea rosea'],[],[]
8489,菻,lǐn,lin,3,['ancient name for east Roman empire'],[],[]
8490,菼,tǎn,tan,3,"['Miscanthus sacchariflorus (Amur silvergrass)', 'Miscanthus sinensis (feather grass)']",[],[]
8491,菽,shū,shu,1,['legumes (peas and beans)'],[],[]
8492,菾,tián,tian,2,['sugar beet'],[],[]
8493,萁,qí,qi,2,['stalks of pulse'],[],[]
8494,萃,cuì,cui,4,"['collect', 'collection', 'dense', 'grassy', 'thick', 'assemble', 'gather']",[],[]
8495,萄,táo,tao,2,['see \xe8\x91\xa1\xe8\x90\x84[pu2 tao5]'],[],[]
8496,萅,chūn,chun,1,[],"[{u'ch': '\xe6\x98\xa5', u'py': 'chun1', u'chs': '\xe6\x98\xa5', u'vartype': 'old'}]",[]
8497,萆,bì,bi,4,['castor seed'],[],[]
8498,萇,cháng,chang,2,"['plant mentioned in Book of Songs, uncertainly identified as carambola or star fruit (Averrhoa carambola)']",[],[]
8499,萊,lái,lai,2,"['name of weed plant (fat hen, goosefoot, pigweed etc)', 'Chenopodium album']",[],[]
8500,萋,qī,qi,1,"['Celosia argentea', 'luxuriant']",[],[]
8501,萌,méng,meng,2,"['to sprout', 'to bud', 'to have a strong affection for (slang)', 'adorable (loanword from Japanese \xe8\x90\x8c\xe3\x81\x88 moe, slang describing affection for a cute character)']",[],[]
8502,萍,píng,ping,2,['duckweed'],[],[]
8503,萎,wěi,wei,3,"['to wither', 'to drop', 'to decline', 'spiritless', 'Taiwan pr. [wei1]']",[],[]
8504,萏,dàn,dan,4,['lotus'],[],[]
8505,萐,shà,sha,4,['(auspicious herb)'],[],[]
8506,萑,huán,huan,2,['(reeds)'],[],[]
8507,萕,jì,ji,4,[],"[{u'ch': '\xe8\x96\xba', u'py': 'ji4', u'chs': '\xe8\x8d\xa0', u'vartype': 'old'}]",[]
8508,萘,nài,nai,4,['naphthalene C10H8'],[],[]
8509,萜,tiē,tie,1,['terpene (chemistry)'],[],[]
8510,萣,dìng,ding,4,['see \xe8\x8c\x84\xe8\x90\xa3[Qie2 ding4]'],[],[]
8511,萩,qiū,qiu,1,['Lespedeza bicolor'],[],[]
8512,萬,wàn,wan,4,"['ten thousand', 'a great number']",[],[]
8513,萰,liàn,lian,4,"['Ampelopsis japonica (creeper with root used in TCM)', 'same as \xe7\x99\xbd\xe8\x98\x9e|\xe7\x99\xbd\xe8\x94\xb9[bai2 lian3]']",[],[]
8514,萱,xuān,xuan,1,['orange day-lily (Hemerocallis flava)'],[],[]
8515,萲,xuān,xuan,1,[],"[{u'ch': '\xe8\x90\xb1', u'py': 'xuan1', u'chs': '\xe8\x90\xb1', u'vartype': 'old'}]",[]
8516,萴,zé,ze,2,['(medicinal herb)'],[],[]
8517,萵,wō,wo,1,"['lettuce, see \xe8\x90\xb5\xe8\x8b\xa3|\xe8\x8e\xb4\xe8\x8b\xa3']",[],[]
8518,萸,yú,yu,2,['cornelian cherry'],[],[]
8519,萹,biān,bian,1,"['see \xe8\x90\xb9\xe8\x93\x84[bian1 xu4]', 'Taiwan pr. [pian1]']",[],[]
8520,萹,biǎn,bian,3,['see \xe8\x90\xb9\xe8\xb1\x86[bian3 dou4]'],[],[]
8521,萻,ān,an,1,['small Buddhist temple'],[],[]
8522,萼,è,e,4,['stem and calyx of flower'],[],[]
8523,落,là,la,4,"['to leave out', 'to be missing', 'to leave behind or forget to bring', 'to lag or fall behind']",[],[]
8524,落,lào,lao,4,['see \xe8\x90\xbd\xe6\x9e\x95[lao4 zhen3] and \xe8\x90\xbd\xe7\x82\x95[lao4 kang4]'],[],[]
8525,落,luò,luo,4,"['to fall or drop', '(of the sun) to set', '(of a tide) to go out', 'to lower', 'to decline or sink', 'to lag or fall behind', 'to fall onto', 'to rest with', 'to get or receive', 'to write down', 'whereabouts', 'settlement']",[],[]
8526,葄,zuò,zuo,4,"['straw cushion', 'pillow']",[],[]
